background	Abf1	Ace2	Adr1	Aft2	Cbf1	Cin5	Cst6	Dal80	Dal82	Fhl1	Fkh1	Gat1	Gcn4	Gcr1	Gln3	Hap1	Hcm1	Mbp1	Mcm1	Met31	Mot3	Msn4	Nrg1	Phd1	Pho2	Rap1	Reb1	Rox1	Sfp1	Skn7	Smp1	Sok2	Ste12	Sut1	Swi4	Swi5	Tata	Tec1	Ume6	Xbp1	Yap6	Yap7	Yox1	nuc_padding	nucleosome
0.00038258089234273062	0.00028865263186986326	0.00140580478862742343	0.00000116470315962038	0.00000129008020035528	0.00000000557054196342	0.00000000032190232500	0.00000000004822486268	0.00000000799290125589	0.00000295761289620064	0.00000000552835351971	0.00000000834152440293	0.00000000000032091302	0.00000139428664487906	0.00000000278733618676	0.00000000070454339321	0.00012777082915973017	0.00000006157201076232	0.00001050153956744946	0.00000001007506940559	0.00000000000010801454	0.00002261291864798620	0.00000626595717090868	0.00018077497998458461	0.00000000000313198904	0.00000084386876437272	0.00000331310516149229	0.00000405567577550591	0.00000000003495327162	0.00003819866851909565	0.00000000000099734027	0.00000000013059885354	0.00000096844215431914	0.00000000000030969026	0.00028180183220207855	0.00034775701288140571	0.00000014920380316975	0.00000000000000000000	0.00000696900311722674	0.00000000101410324749	0.00000000099336655353	0.00000000002244049155	0.00000000000029789334	0.00000000172331340709	0.28658445054341558089	0.71029961455763435119
0.06106261679169679851	0.00020452199578837723	0.00140526149943410723	0.00000776651786012717	0.00000119155458511168	0.00000000553433649722	0.00000000010779375375	0.00000000000034972335	0.00000000559485167028	0.00000175038597966866	0.00000000306555936187	0.00000000283267725477	0.00000000000017140688	0.00000002970781368789	0.00000000272940659342	0.00000000017466403024	0.00011072825341270728	0.00000001740120404349	0.00000664123094601184	0.00000034006058736030	0.00000000000006831120	0.00003597945348272647	0.00000607198920583830	0.00013648346821607969	0.00000000000296113852	0.00000085772733354147	0.00000374891828735411	0.00000024430313408560	0.00000000000474928861	0.00001891912176488398	0.00000000000009469359	0.00000000161668801962	0.00000096724733969120	0.00000000000000636614	0.00013900173852276560	0.00017524338373697812	0.00000014916056644207	0.00000000000000000000	0.00000640197179731900	0.00000000205368798982	0.00000000028077253991	0.00000000009930904205	0.00000000000038229166	0.00000000134485753988	0.28170677932944587774	0.65496826134452112989
0.11199447119029215525	0.00020388855157482880	0.00140520340510559821	0.00001127657712971869	0.00000119138136941756	0.00000000008277061919	0.00000000003941744366	0.00000000000006133222	0.00000000153388742428	0.00000153521255928147	0.00000000008806061873	0.00000000051497061847	0.00000000001016726678	0.00000002436839049333	0.00000000248148023852	0.00000000045305525515	0.00006713105551743157	0.00000003100356658055	0.00000158010497799331	0.00000034035870176278	0.00000000000006100269	0.00003588857693592101	0.00000653556374949449	0.00000324664810498578	0.00000000000133288078	0.00000052600399216555	0.00000286282041134485	0.00950924899711954631	0.00000000010317391553	0.00001131617820681889	0.00000000000009438340	0.00000000164319930502	0.00000090214620679577	0.00000000000000702885	0.00000930120661409985	0.00017613556603097188	0.00000014915948136067	0.00000000000000000000	0.00000639919402165132	0.00000000175317097046	0.00000003308420452694	0.00000000009055441225	0.00000000000038208446	0.00000000030947809748	0.27688280008938820353	0.59966797245107195113
0.16755477209552221973	0.00020362024313393609	0.00140519683695986084	0.00001138666705088611	0.00000004866119244000	0.00000000008277032804	0.00000000001887912495	0.00000000000002573163	0.00001733697722222057	0.00000025114630633451	0.00000000007255389363	0.00000000051150929253	0.00000000001014654977	0.00000002370597350541	0.00000000247167333614	0.00000279770954218071	0.00006572192635387557	0.00000002032524905996	0.00000019689770990725	0.00000034073595447553	0.00000000000000569029	0.00001483033495474667	0.00000689592612069931	0.00000330682917541328	0.00000000000131770746	0.00000026602878138081	0.00000363742501201338	0.00950928960667531305	0.00000000009939555752	0.00000226083118397593	0.00000000000007628843	0.00000000163875575062	0.00000089705900037113	0.00000000000000719958	0.00000040481648019626	0.00004332706153070801	0.00000014916801100185	0.00000000000000000000	0.00000014591017904959	0.00000000175227006627	0.00000003330044545857	0.00000000061278818780	0.00000000000017545204	0.00000000050939547136	0.27240073558844324353	0.54875209840413996520
0.22310012639218534947	0.00000065556690914601	0.00140518802317966167	0.00001215163114794350	0.00000004927749610089	0.00000000008121999588	0.00000000004534011019	0.00000000000007843682	0.00001733763486899958	0.00000023454157080778	0.00000001003435759057	0.00000004428946267457	0.00000000001014762378	0.00000002000828668302	0.00000000246539182534	0.00000279773157223358	0.00006570914499740025	0.00000001599788761168	0.00000009076722728322	0.00000034100777878553	0.00000000000000525563	0.00001497399538506594	0.00000693166655655723	0.00000028196879075188	0.00000000000133181426	0.00002020764265677453	0.00000363275894464830	0.00950936114949450448	0.00000000009929568980	0.00000062611462654942	0.00000000000000323215	0.00000000193356596640	0.00000091034873186695	0.00000000000000704589	0.00000034624678904900	0.00004330760663879212	0.00000014914544176689	0.00000000000000000000	0.00002490093459604707	0.00000000170901384985	0.00000003343326542244	0.00000000072204626243	0.00000000000016362702	0.00000000050949420793	0.26790956884409278249	0.49785998851800622456
0.27821217790019164839	0.00000062390134798222	0.00140517179028694481	0.00001242225041661166	0.00000008330211816232	0.00000000008056565461	0.00000000004494754959	0.00000000000007851055	0.00001734081608224069	0.00000011995858034976	0.00000001003436869078	0.00000004428447733005	0.00000000001014757969	0.00000192288016536213	0.00000000046043355041	0.00000279776278724621	0.00005047095242719962	0.00000217880276922122	0.00000013204008302794	0.00000034089879147650	0.00000000000000247114	0.00001500370007338256	0.00000703077249874755	0.00000008465379796640	0.00000000000133828760	0.00009129612455072298	0.00000217920215956146	0.00950936113123982373	0.00000000010075011398	0.00000064818249693392	0.00000000000000303403	0.00000000254744429809	0.00000091034703226738	0.00000000000000632399	0.00000025651586142041	0.00023347233024755047	0.00000014914576452353	0.00000000000000000000	0.00002494644378167756	0.00000000169191316562	0.00000003344747339510	0.00000000104287602701	0.00000000002203090672	0.00000026092667387309	0.26334438874450433188	0.44706413475446293848
0.33341384910038746048	0.00000061792341182080	0.00140517179065146637	0.00001771630047041675	0.00000008296598363097	0.00000000105128574263	0.00000000004495856811	0.00000000000007795555	0.00001734080129733112	0.00000011484354923748	0.00000001017499055681	0.00000004428770856861	0.00000000001014756639	0.00000192288001245395	0.00000000046108143772	0.00000279776376944758	0.00000027517946002665	0.00000217918317170479	0.00000208870572608350	0.00000034083397761395	0.00000000000000000547	0.00001509596996750823	0.00000139461192626667	0.00000008460223178642	0.00000000000036046218	0.00025375278276620514	0.00000217705551391534	0.00950937346142698842	0.00000000010206017503	0.00000066363244189948	0.00000000000000303375	0.00000000256122845162	0.00000003211264442668	0.00000000000000633727	0.00000049421498153849	0.00023302285236789872	0.00000014914578054160	0.00000000000000000000	0.00002499897774851245	0.00000000169335059617	0.00000003405993229390	0.00000000108594563357	0.00000000002215248619	0.00000033678474134549	0.25876022354205835407	0.39633360642629444914
0.35790436415977056051	0.00000373513367079652	0.00140517179067009231	0.00001208397859549565	0.00000012864985091038	0.00000000105125650624	0.00000000004547632046	0.00000000000008592449	0.00001734086447684418	0.00000012433609091099	0.00000001027228029986	0.00000004428772837816	0.00000000001014840101	0.00000194005491207684	0.00000000048170994949	0.00000279776391991420	0.00000027281665482502	0.00000217881287455776	0.00000208869927949844	0.00000034070555068240	0.00000000000000000557	0.00001513168459755936	0.00007159265077763664	0.00000066804419369041	0.00000000000025060673	0.00025388299637081347	0.00000226811160858445	0.00951024338277683262	0.00000000000365946502	0.00000071587598925433	0.00000000000000251005	0.00000000248915637985	0.00000003212949947779	0.00000000000000831958	0.00000049401430725211	0.03096509590363231632	0.00000000002179203084	0.00000000000000000000	0.00002499892560149931	0.00000000168998195023	0.00000003405180891141	0.00000000110961158097	0.00000000002215262791	0.00000036594318462170	0.25315326683685507314	0.34664858019722816218
0.41003830138518043702	0.00000373015346242226	0.00000000020401833236	0.00000836517046445180	0.00000012866005210184	0.00000000097142514364	0.00000000004627480221	0.00000000000008776108	0.00001734796152593548	0.00000012476296172128	0.00000001168840130002	0.00000006117319980845	0.00000000001014840159	0.00000194005573537883	0.00000000006176279331	0.00000279801593726153	0.00000027242315753810	0.00000217924776537305	0.00000208869626751450	0.00000033943468534530	0.00000000000000000543	0.00001513319326040992	0.00015212902140027988	0.00000066848849761872	0.00000000000084231484	0.00025397291489478551	0.00000226857532241630	0.00960697346922224048	0.00000000022132783778	0.00000135168389201610	0.00000000000000247119	0.00000000249430761913	0.00000008697447409391	0.00000000000000849829	0.00000049394272876159	0.03096944688619530581	0.00000000002108796170	0.00000000000000000000	0.00002499910444098182	0.00000000169583692049	0.00000001346413869020	0.00000000111096611990	0.00000000002220570741	0.00000036594633806349	0.25162794640247532207	0.29726645424366981985
0.46009605645839501964	0.00000373141311367694	0.00000000020599717196	0.00001933887446094654	0.00000010067265033106	0.00000000097142541936	0.00000000004633879531	0.00000000000199256071	0.00001734763011179112	0.00003864818301076384	0.00000001170924723940	0.00000006117609172427	0.00000000001020543378	0.00001516054915775714	0.00000000006177432424	0.00000279763426303296	0.00000027236368714084	0.00001187585249377888	0.00000208862690064545	0.00000033783029073876	0.00000000000000004181	0.00001513324700664625	0.00015222566119918555	0.00000066848951092374	0.00000000000084184740	0.00025502798889691109	0.00000227262543072571	0.00960700360275505878	0.00000000022135597820	0.00068896928383449345	0.00000000000000246269	0.00000000260073817240	0.00000007885650430791	0.00000000097298859623	0.00000049439511299086	0.03103467379680486735	0.00000000002111170926	0.00000000000000000000	0.00002499961951195669	0.00000000001383012949	0.00000002591527476007	0.00000000114376667437	0.00000000002207371659	0.00000036581076056794	0.25008274637505134574	0.24792747906407766600
